SITE CODE= 9D2è„ìVëêésëÂñÓñÏí¨          ,32.8632,130.8990, 10,5.9,42476.0735532,  9.43, 16.03
 LAT.=   32.5874
 LON.=  130.4304
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2016 04 16 01 45 50
 NS,EW,UD
0.771,-0.771,0.295
0.738,-0.705,0.169
0.645,-0.621,-0.079
0.526,-0.551,-0.307
0.421,-0.507,-0.427
0.348,-0.490,-0.463
0.288,-0.484,-0.475
0.211,-0.476,-0.481
0.098,-0.463,-0.451
-0.034,-0.449,-0.384
-0.150,-0.440,-0.321
-0.224,-0.420,-0.291
-0.259,-0.367,-0.266
-0.275,-0.275,-0.196
-0.294,-0.161,-0.084
-0.326,-0.066,-0.001
-0.379,-0.032,-0.012
-0.458,-0.076,-0.111
-0.564,-0.190,-0.239
-0.675,-0.355,-0.341
-0.760,-0.537,-0.416
-0.792,-0.693,-0.476
-0.769,-0.777,-0.513
-0.712,-0.751,-0.494
-0.655,-0.605,-0.412
-0.617,-0.361,-0.309
-0.600,-0.062,-0.240
-0.596,0.239,-0.227
-0.592,0.488,-0.242
-0.579,0.642,-0.250
-0.543,0.677,-0.242
-0.480,0.601,-0.218
-0.403,0.462,-0.164
-0.340,0.326,-0.061
-0.315,0.255,0.061
-0.328,0.278,0.122
-0.368,0.378,0.054
-0.427,0.506,-0.109
-0.510,0.602,-0.242
-0.620,0.622,-0.254
-0.732,0.551,-0.191
-0.796,0.401,-0.170
-0.768,0.199,-0.233
-0.639,-0.020,-0.281
-0.428,-0.230,-0.200
-0.170,-0.417,-0.012
0.106,-0.573,0.131
0.369,-0.695,0.123
0.583,-0.779,0.017
0.723,-0.824,-0.043
0.793,-0.848,0.007
0.824,-0.894,0.093
0.849,-1.019,0.118
0.870,-1.255,0.094
0.861,-1.588,0.127
0.794,-1.955,0.276
0.667,-2.280,0.471
0.514,-2.504,0.584
0.382,-2.601,0.557
0.300,-2.576,0.450
0.267,-2.444,0.369
0.244,-2.221,0.357
0.169,-1.923,0.367
-0.018,-1.560,0.321
-0.355,-1.150,0.210
-0.821,-0.717,0.107
-1.340,-0.289,0.089
-1.800,0.121,0.142
-2.113,0.532,0.152
-2.257,0.973,0.021
-2.286,1.470,-0.203
-2.278,2.018,-0.346
-2.280,2.577,-0.272
-2.279,3.107,-0.043
-2.227,3.578,0.126
-2.091,3.981,0.080
-1.875,4.303,-0.119
-1.612,4.518,-0.255
-1.330,4.582,-0.189
-1.041,4.464,0.010
-0.753,4.154,0.148
-0.478,3.693,0.136
-0.232,3.153,0.077
-0.009,2.620,0.137
0.212,2.145,0.333
0.466,1.724,0.501
0.763,1.302,0.469
1.091,0.817,0.262
1.421,0.249,0.079
1.737,-0.373,0.084
2.039,-1.001,0.232
2.337,-1.600,0.333
2.626,-2.159,0.277
2.893,-2.671,0.153
3.123,-3.117,0.123
3.303,-3.465,0.218
3.414,-3.690,0.293
3.427,-3.792,0.214
3.311,-3.790,0.031
3.061,-3.701,-0.057
2.711,-3.544,0.071
2.312,-3.332,0.335
1.903,-3.072,0.527
1.500,-2.766,0.516
1.100,-2.399,0.339
0.702,-1.955,0.110
0.316,-1.436,-0.091
-0.045,-0.866,-0.247
-0.375,-0.285,-0.337
-0.672,0.281,-0.329
-0.945,0.837,-0.242
-1.213,1.398,-0.162
-1.501,1.978,-0.142
-1.819,2.562,-0.116
-2.131,3.109,0.048
-2.363,3.569,0.357
-2.445,3.910,0.611
-2.369,4.126,0.573
-2.198,4.236,0.227
-2.013,4.255,-0.175
-1.852,4.184,-0.359
-1.681,4.003,-0.294
-1.441,3.701,-0.182
-1.119,3.291,-0.173
-0.767,2.805,-0.178
-0.451,2.261,0.004
-0.203,1.652,0.390
0.006,0.954,0.709
0.224,0.165,0.656
0.462,-0.676,0.221
0.690,-1.500,-0.255
0.867,-2.242,-0.378
0.985,-2.866,-0.031
1.067,-3.365,0.549
1.133,-3.744,1.011
1.173,-4.008,1.155
1.149,-4.161,1.012
1.035,-4.213,0.715
0.843,-4.185,0.361
0.616,-4.093,-0.004
0.394,-3.952,-0.318
0.191,-3.748,-0.478
-0.001,-3.449,-0.414
-0.197,-3.020,-0.168
-0.414,-2.451,0.114
-0.653,-1.780,0.294
-0.910,-1.075,0.339
-1.167,-0.402,0.326
-1.409,0.210,0.339
-1.623,0.771,0.364
-1.801,1.293,0.310
-1.928,1.769,0.121
-1.974,2.173,-0.140
-1.907,2.492,-0.336
-1.703,2.738,-0.391
-1.372,2.936,-0.365
-0.963,3.101,-0.367
-0.551,3.220,-0.434
-0.198,3.270,-0.502
0.075,3.241,-0.532
0.296,3.142,-0.577
0.512,2.987,-0.699
0.762,2.784,-0.832
1.056,2.531,-0.806
1.387,2.226,-0.530
1.730,1.867,-0.124
2.053,1.455,0.190
2.313,1.002,0.305
2.490,0.528,0.293
2.594,0.068,0.262
2.661,-0.353,0.206
2.708,-0.721,0.052
2.698,-1.033,-0.177
2.561,-1.291,-0.327
2.257,-1.496,-0.268
1.811,-1.646,-0.049
1.311,-1.734,0.140
0.852,-1.751,0.161
0.487,-1.687,0.054
0.209,-1.548,-0.018
-0.027,-1.361,0.039
-0.276,-1.169,0.157
-0.571,-1.000,0.164
-0.919,-0.853,-0.043
-1.289,-0.699,-0.386
-1.629,-0.505,-0.659
-1.884,-0.259,-0.701
-2.014,0.024,-0.534
-2.021,0.311,-0.337
-1.938,0.577,-0.279
-1.811,0.820,-0.376
-1.669,1.060,-0.512
-1.512,1.306,-0.573
-1.326,1.541,-0.538
-1.102,1.716,-0.448
-0.847,1.791,-0.335
-0.576,1.769,-0.207
-0.305,1.698,-0.087
-0.048,1.631,-0.030
0.187,1.593,-0.069
0.401,1.562,-0.151
0.606,1.503,-0.165
0.822,1.402,-0.045
1.051,1.269,0.142
1.262,1.115,0.241
1.405,0.933,0.137
1.433,0.697,-0.117
1.339,0.387,-0.332
1.161,0.013,-0.346
0.956,-0.388,-0.177
0.769,-0.773,0.005
0.616,-1.098,0.073
0.480,-1.332,0.089
0.325,-1.455,0.214
0.120,-1.464,0.480
-0.146,-1.381,0.687
-0.473,-1.243,0.605
-0.847,-1.094,0.262
-1.253,-0.971,-0.034
-1.666,-0.902,-0.003
-2.046,-0.911,0.305
-2.342,-1.000,0.557
-2.519,-1.142,0.483
-2.568,-1.273,0.152
-2.516,-1.324,-0.139
-2.405,-1.261,-0.182
-2.270,-1.109,-0.041
-2.134,-0.935,0.070
-2.006,-0.798,0.027
-1.880,-0.714,-0.103
-1.746,-0.663,-0.167
-1.586,-0.615,-0.075
-1.380,-0.571,0.125
-1.115,-0.552,0.307
-0.788,-0.581,0.360
-0.417,-0.657,0.271
-0.033,-0.747,0.132
0.335,-0.807,0.053
0.688,-0.804,0.076
1.042,-0.732,0.158
1.407,-0.609,0.236
1.762,-0.470,0.300
2.053,-0.346,0.360
2.242,-0.252,0.388
2.335,-0.180,0.312
2.372,-0.115,0.118
2.385,-0.040,-0.084
2.372,0.046,-0.136
2.305,0.134,0.011
2.165,0.206,0.231
1.966,0.249,0.339
1.731,0.267,0.289
1.469,0.282,0.211
1.173,0.322,0.253
0.842,0.399,0.396
0.508,0.493,0.466
0.211,0.560,0.343
-0.027,0.562,0.122
-0.213,0.502,0.022
-0.363,0.424,0.133
-0.473,0.377,0.292
-0.529,0.382,0.268
-0.530,0.419,0.050
-0.502,0.455,-0.124
-0.476,0.477,-0.045
-0.466,0.482,0.212
-0.454,0.462,0.366
-0.421,0.409,0.250
-0.359,0.322,0.010
-0.268,0.222,-0.076
-0.139,0.142,0.088
0.047,0.095,0.356
0.292,0.069,0.538
0.563,0.047,0.603
0.803,0.035,0.625
0.970,0.061,0.602
1.059,0.148,0.443
1.097,0.295,0.125
1.114,0.471,-0.200
1.126,0.630,-0.341
1.132,0.733,-0.271
1.127,0.768,-0.144
1.109,0.755,-0.094
1.075,0.741,-0.107
1.023,0.767,-0.101
0.947,0.830,-0.086
0.839,0.881,-0.159
0.684,0.858,-0.335
0.473,0.728,-0.471
0.218,0.507,-0.414
-0.045,0.243,-0.184
-0.277,-0.024,0.043
-0.449,-0.277,0.133
-0.557,-0.516,0.111
-0.600,-0.747,0.077
-0.569,-0.979,0.068
-0.454,-1.201,0.045
-0.270,-1.379,-0.003
-0.059,-1.461,-0.022
0.128,-1.421,0.043
0.259,-1.284,0.177
0.323,-1.118,0.315
0.325,-0.979,0.399
0.275,-0.870,0.387
0.186,-0.760,0.254
0.076,-0.617,0.029
-0.029,-0.441,-0.168
-0.111,-0.259,-0.221
-0.152,-0.096,-0.147
-0.162,0.032,-0.109
-0.169,0.130,-0.230
-0.209,0.212,-0.428
-0.302,0.299,-0.498
-0.435,0.405,-0.363
-0.568,0.521,-0.178
-0.668,0.615,-0.139
-0.720,0.662,-0.250
-0.728,0.662,-0.321
-0.700,0.630,-0.203
-0.647,0.578,0.047
-0.575,0.510,0.255
-0.484,0.438,0.317
-0.370,0.386,0.278
-0.232,0.377,0.240
-0.088,0.407,0.247
0.029,0.441,0.266
0.097,0.441,0.228
0.122,0.385,0.086
0.130,0.271,-0.132
0.136,0.102,-0.305
0.126,-0.113,-0.282
0.078,-0.364,-0.027
-0.009,-0.632,0.298
-0.117,-0.897,0.458
-0.222,-1.144,0.369
-0.321,-1.354,0.175
-0.421,-1.512,0.077
-0.517,-1.610,0.116
-0.593,-1.660,0.163
-0.630,-1.683,0.110
-0.631,-1.698,0.004
-0.614,-1.716,-0.025
-0.598,-1.741,0.059
-0.587,-1.783,0.170
-0.573,-1.843,0.195
-0.553,-1.897,0.119
-0.528,-1.905,0.020
-0.506,-1.831,-0.009
-0.494,-1.671,0.082
-0.488,-1.452,0.287
-0.471,-1.205,0.532
-0.424,-0.946,0.690
-0.339,-0.675,0.673
-0.233,-0.396,0.523
-0.127,-0.123,0.387
-0.029,0.112,0.357
0.072,0.284,0.342
0.178,0.367,0.156
0.256,0.366,-0.239
0.253,0.317,-0.637
0.144,0.276,-0.753
-0.032,0.292,-0.513
-0.193,0.385,-0.130
-0.273,0.543,0.102
-0.271,0.742,0.083
-0.230,0.961,-0.058
-0.181,1.181,-0.155
-0.112,1.365,-0.186
0.016,1.472,-0.250
0.224,1.473,-0.389
0.478,1.373,-0.483
0.727,1.204,-0.363
0.932,1.003,-0.023
1.095,0.805,0.309
1.234,0.642,0.349
1.363,0.550,0.011
1.468,0.556,-0.501
1.530,0.651,-0.868
1.537,0.785,-0.921
1.495,0.887,-0.737
1.419,0.907,-0.500
1.324,0.832,-0.314
1.228,0.685,-0.168
1.157,0.490,-0.059
1.133,0.257,-0.071
1.161,-0.002,-0.285
1.219,-0.261,-0.634
1.265,-0.462,-0.909
1.252,-0.538,-0.926
1.152,-0.452,-0.692
0.953,-0.224,-0.377
0.667,0.073,-0.150
0.329,0.348,-0.042
-0.008,0.530,0.016
-0.294,0.593,0.086
-0.499,0.555,0.150
-0.627,0.460,0.150
-0.701,0.350,0.047
-0.735,0.254,-0.124
-0.730,0.186,-0.280
-0.676,0.153,-0.337
-0.570,0.164,-0.285
-0.432,0.222,-0.199
-0.287,0.314,-0.159
-0.164,0.418,-0.157
-0.075,0.514,-0.109
-0.018,0.595,0.022
0.024,0.657,0.135
0.070,0.690,0.084
0.119,0.678,-0.138
0.161,0.623,-0.352
0.182,0.548,-0.373
0.181,0.484,-0.202
0.173,0.426,-0.003
0.169,0.333,0.095
0.168,0.166,0.107
0.162,-0.069,0.069
0.143,-0.330,-0.066
0.107,-0.555,-0.345
0.050,-0.704,-0.643
-0.023,-0.758,-0.699
-0.098,-0.719,-0.399
-0.158,-0.617,0.060
-0.202,-0.504,0.363
-0.260,-0.439,0.417
-0.364,-0.454,0.407
-0.512,-0.548,0.480
-0.658,-0.697,0.504
-0.757,-0.877,0.235
-0.806,-1.051,-0.291
-0.842,-1.156,-0.689
-0.898,-1.130,-0.590
-0.964,-0.953,-0.049
-1.008,-0.668,0.508
-1.017,-0.347,0.723
-1.013,-0.048,0.614
-1.026,0.208,0.464
-1.049,0.417,0.459
-1.045,0.570,0.525
-0.978,0.657,0.480
-0.850,0.686,0.273
-0.698,0.681,0.040
-0.556,0.666,-0.039
-0.431,0.644,0.080
-0.296,0.619,0.289
-0.125,0.601,0.429
0.071,0.602,0.446
0.243,0.625,0.411
0.325,0.655,0.435
0.299,0.664,0.521
0.209,0.623,0.549
0.128,0.503,0.401
0.106,0.297,0.110
0.130,0.016,-0.142
0.158,-0.298,-0.191
0.158,-0.608,-0.025
0.141,-0.884,0.222
0.138,-1.121,0.413
0.164,-1.310,0.493
0.207,-1.425,0.465
0.236,-1.442,0.322
0.223,-1.367,0.054
0.151,-1.248,-0.299
0.023,-1.139,-0.620
-0.143,-1.072,-0.792
-0.323,-1.040,-0.790
-0.476,-1.023,-0.699
-0.565,-1.009,-0.606
-0.571,-0.999,-0.511
-0.497,-0.981,-0.342
-0.366,-0.920,-0.104
-0.213,-0.774,0.056
-0.074,-0.526,-0.016
0.025,-0.201,-0.281
0.080,0.146,-0.488
0.101,0.465,-0.438
0.115,0.728,-0.240
0.138,0.938,-0.196
0.160,1.118,-0.446
0.160,1.292,-0.774
0.136,1.473,-0.865
0.114,1.644,-0.676
0.127,1.769,-0.460
0.181,1.820,-0.413
0.255,1.808,-0.427
0.325,1.772,-0.269
0.388,1.746,0.057
0.441,1.717,0.283
0.465,1.642,0.188
0.432,1.489,-0.139
0.333,1.271,-0.436
0.198,1.040,-0.571
0.066,0.850,-0.632
-0.040,0.719,-0.722
-0.133,0.635,-0.797
-0.236,0.565,-0.744
-0.372,0.479,-0.562
-0.560,0.352,-0.398
-0.820,0.177,-0.387
-1.153,-0.042,-0.522
-1.528,-0.305,-0.672
-1.884,-0.603,-0.701
-2.150,-0.914,-0.580
-2.292,-1.191,-0.398
-2.330,-1.382,-0.284
-2.327,-1.459,-0.276
-2.341,-1.431,-0.282
-2.372,-1.334,-0.186
-2.360,-1.206,-0.011
-2.241,-1.068,0.072
-2.009,-0.935,-0.043
-1.721,-0.821,-0.257
-1.435,-0.731,-0.360
-1.157,-0.652,-0.294
-0.855,-0.569,-0.193
-0.513,-0.470,-0.165
-0.144,-0.345,-0.099
0.232,-0.175,0.174
0.613,0.067,0.600
0.990,0.384,0.872
1.313,0.742,0.755
1.524,1.086,0.348
1.621,1.370,-0.019
1.682,1.583,-0.132
1.793,1.736,-0.034
1.964,1.843,0.119
2.117,1.907,0.246
2.168,1.919,0.337
2.096,1.871,0.359
1.946,1.764,0.269
1.764,1.620,0.108
1.568,1.480,0.000
1.354,1.386,0.037
1.116,1.345,0.192
0.841,1.320,0.358
0.505,1.253,0.451
0.094,1.093,0.426
-0.367,0.831,0.256
-0.815,0.498,-0.037
-1.191,0.140,-0.332
-1.487,-0.196,-0.444
-1.750,-0.485,-0.277
-2.024,-0.728,0.078
-2.303,-0.947,0.408
-2.531,-1.151,0.547
-2.647,-1.321,0.481
-2.626,-1.425,0.317
-2.497,-1.454,0.180
-2.321,-1.447,0.131
-2.148,-1.465,0.156
-2.001,-1.545,0.202
-1.866,-1.659,0.248
-1.712,-1.737,0.327
-1.491,-1.714,0.467
-1.162,-1.575,0.626
-0.716,-1.350,0.704
-0.188,-1.086,0.662
0.349,-0.823,0.583
0.826,-0.587,0.574
1.214,-0.398,0.613
1.522,-0.255,0.574
1.769,-0.141,0.412
1.961,-0.016,0.263
2.099,0.150,0.319
2.205,0.354,0.600
2.311,0.559,0.921
2.425,0.724,1.097
2.507,0.837,1.113
2.504,0.908,1.055
2.403,0.947,0.932
2.256,0.952,0.649
2.132,0.911,0.193
2.051,0.824,-0.248
1.975,0.703,-0.421
1.839,0.569,-0.268
1.616,0.430,-0.007
1.320,0.285,0.081
0.985,0.130,-0.064
0.625,-0.043,-0.246
0.255,-0.249,-0.239
-0.099,-0.498,-0.030
-0.403,-0.798,0.174
-0.651,-1.140,0.180
-0.874,-1.499,0.007
-1.112,-1.838,-0.144
-1.354,-2.126,-0.132
-1.538,-2.348,-0.030
-1.609,-2.502,-0.036
-1.566,-2.591,-0.229
-1.471,-2.614,-0.455
-1.387,-2.558,-0.487
-1.335,-2.416,-0.292
-1.290,-2.199,-0.080
-1.217,-1.936,-0.072
-1.108,-1.667,-0.251
-0.968,-1.421,-0.386
-0.802,-1.204,-0.304
-0.598,-0.998,-0.097
-0.343,-0.773,-0.012
-0.046,-0.498,-0.157
0.265,-0.157,-0.384
0.559,0.239,-0.472
0.818,0.659,-0.375
1.043,1.050,-0.241
1.247,1.373,-0.190
1.435,1.623,-0.160
1.596,1.832,-0.021
1.703,2.035,0.209
1.731,2.240,0.345
1.665,2.414,0.260
1.519,2.518,0.076
1.337,2.536,0.050
1.172,2.496,0.270
1.051,2.438,0.543
0.944,2.376,0.606
0.788,2.290,0.417
0.544,2.153,0.173
0.223,1.954,0.058
-0.111,1.708,0.059
-0.394,1.441,0.059
-0.600,1.179,0.041
-0.729,0.935,0.114
-0.794,0.709,0.340
-0.809,0.488,0.609
-0.807,0.257,0.740
-0.829,0.011,0.671
-0.906,-0.243,0.480
-1.024,-0.497,0.269
-1.142,-0.747,0.070
-1.221,-0.981,-0.105
-1.243,-1.177,-0.200
-1.209,-1.305,-0.161
-1.126,-1.360,-0.023
-0.999,-1.372,0.106
-0.845,-1.380,0.169
-0.687,-1.399,0.203
-0.531,-1.415,0.248
-0.360,-1.415,0.256
-0.152,-1.404,0.138
0.091,-1.390,-0.080
0.349,-1.347,-0.244
0.594,-1.226,-0.219
0.826,-0.999,-0.046
1.059,-0.694,0.101
1.292,-0.369,0.118
1.487,-0.075,0.067
1.583,0.178,0.079
1.539,0.396,0.170
1.369,0.573,0.220
1.136,0.696,0.128
0.905,0.765,-0.052
0.712,0.796,-0.166
0.562,0.801,-0.123
0.448,0.780,0.008
0.360,0.735,0.093
0.282,0.694,0.070
0.180,0.694,-0.014
0.022,0.745,-0.088
-0.192,0.808,-0.118
-0.431,0.822,-0.098
-0.650,0.755,-0.023
-0.822,0.623,0.083
-0.944,0.472,0.156
-1.020,0.338,0.135
-1.044,0.227,0.058
-1.006,0.132,0.039
-0.906,0.033,0.137
-0.761,-0.083,0.262
-0.591,-0.212,0.258
-0.415,-0.323,0.088
-0.244,-0.366,-0.120
-0.077,-0.320,-0.218
0.086,-0.214,-0.194
0.258,-0.122,-0.157
0.448,-0.103,-0.189
0.652,-0.160,-0.234
0.854,-0.246,-0.177
1.026,-0.300,0.013
1.158,-0.290,0.234
1.262,-0.216,0.338
1.354,-0.101,0.272
1.429,0.022,0.126
1.450,0.130,0.038
1.385,0.221,0.052
1.234,0.305,0.073
1.034,0.404,-0.007
0.832,0.518,-0.168
0.650,0.628,-0.254
0.489,0.705,-0.144
0.341,0.730,0.089
0.196,0.704,0.248
0.043,0.642,0.228
-0.126,0.565,0.134
-0.297,0.489,0.142
-0.429,0.418,0.291
-0.485,0.340,0.457
-0.475,0.241,0.516
-0.450,0.117,0.476
-0.463,-0.012,0.402
-0.519,-0.128,0.296
-0.580,-0.221,0.101
-0.597,-0.300,-0.167
-0.554,-0.378,-0.365
-0.464,-0.451,-0.342
-0.354,-0.498,-0.113
-0.244,-0.500,0.150
-0.154,-0.447,0.284
-0.099,-0.354,0.262
-0.077,-0.247,0.181
-0.065,-0.152,0.118
-0.030,-0.087,0.052
0.040,-0.056,-0.087
0.132,-0.055,-0.304
0.214,-0.077,-0.494
0.278,-0.127,-0.524
0.341,-0.206,-0.357
0.436,-0.303,-0.094
0.571,-0.387,0.107
0.724,-0.419,0.169
0.861,-0.384,0.124
0.957,-0.303,0.063
1.006,-0.227,0.033
1.015,-0.201,0.020
0.998,-0.236,-0.016
0.977,-0.308,-0.095
0.972,-0.385,-0.203
0.985,-0.444,-0.306
0.988,-0.491,-0.366
0.960,-0.537,-0.369
0.908,-0.594,-0.344
0.860,-0.654,-0.348
0.834,-0.691,-0.397
0.801,-0.672,-0.437
0.712,-0.587,-0.385
0.544,-0.464,-0.220
0.327,-0.355,-0.021
0.117,-0.297,0.089
-0.057,-0.276,0.039
-0.212,-0.241,-0.141
-0.386,-0.141,-0.334
-0.603,0.029,-0.408
-0.850,0.230,-0.309
-1.097,0.398,-0.124
-1.326,0.484,-0.028
-1.540,0.467,-0.122
-1.751,0.365,-0.311
-1.949,0.230,-0.376
-2.095,0.134,-0.203
-2.140,0.136,0.084
-2.062,0.256,0.246
-1.887,0.469,0.183
-1.673,0.719,0.025
-1.465,0.934,-0.040
-1.272,1.045,0.014
-1.067,0.988,0.046
-0.822,0.721,-0.073
-0.525,0.258,-0.298
-0.190,-0.325,-0.445
0.164,-0.915,-0.379
0.528,-1.395,-0.132
0.891,-1.693,0.124
1.235,-1.791,0.229
1.523,-1.719,0.153
1.709,-1.536,0.014
1.767,-1.307,-0.039
1.719,-1.098,0.016
1.624,-0.956,0.081
1.534,-0.900,0.062
1.459,-0.916,0.007
1.365,-0.965,0.047
1.225,-1.005,0.208
1.050,-1.009,0.337
0.878,-0.958,0.278
0.726,-0.824,0.094
0.569,-0.580,0.017
0.351,-0.221,0.164
0.027,0.203,0.368
-0.410,0.607,0.360
-0.932,0.906,0.087
-1.477,1.074,-0.227
-1.965,1.143,-0.365
-2.320,1.163,-0.363
-2.500,1.172,-0.435
-2.515,1.188,-0.672
-2.412,1.231,-0.909
-2.242,1.331,-0.908
-2.039,1.498,-0.619
-1.827,1.703,-0.222
-1.618,1.885,0.047
-1.432,1.986,0.095
-1.280,1.975,-0.009
-1.157,1.850,-0.143
-1.043,1.628,-0.237
-0.907,1.332,-0.305
-0.719,0.998,-0.411
-0.467,0.661,-0.575
-0.169,0.353,-0.724
0.134,0.084,-0.732
0.397,-0.151,-0.546
0.596,-0.364,-0.264
0.731,-0.556,-0.061
0.819,-0.725,-0.027
0.889,-0.870,-0.086
0.968,-0.996,-0.091
1.074,-1.102,0.008
1.207,-1.179,0.119
1.344,-1.208,0.107
1.443,-1.183,-0.054
1.464,-1.112,-0.259
1.393,-1.007,-0.366
1.247,-0.877,-0.318
1.066,-0.727,-0.182
0.892,-0.566,-0.077
0.744,-0.415,-0.071
0.610,-0.294,-0.124
0.467,-0.207,-0.132
0.329,-0.145,-0.031
0.244,-0.098,0.139
0.270,-0.060,0.271
0.418,-0.027,0.284
0.623,0.013,0.204
0.776,0.084,0.128
0.788,0.192,0.134
0.640,0.309,0.196
0.375,0.393,0.200
0.072,0.420,0.054
-0.202,0.405,-0.209
-0.399,0.385,-0.437
-0.500,0.376,-0.474
-0.513,0.361,-0.304
-0.469,0.307,-0.065
-0.405,0.210,0.075
-0.331,0.103,0.071
-0.233,0.039,0.007
-0.098,0.059,-0.016
0.045,0.166,-0.002
0.129,0.326,-0.033
0.086,0.480,-0.149
-0.099,0.567,-0.284
-0.367,0.550,-0.325
-0.614,0.438,-0.227
-0.747,0.290,-0.034
-0.722,0.175,0.178
-0.559,0.130,0.380
-0.327,0.147,0.565
-0.114,0.190,0.698
0.017,0.232,0.711
0.062,0.266,0.574
0.072,0.300,0.339
0.117,0.330,0.091
0.236,0.341,-0.129
0.407,0.312,-0.334
0.566,0.238,-0.509
0.662,0.138,-0.571
0.691,0.055,-0.437
0.693,0.038,-0.142
0.706,0.106,0.146
0.736,0.233,0.278
0.766,0.357,0.255
0.785,0.410,0.205
0.799,0.367,0.207
0.816,0.252,0.205
0.815,0.112,0.101
0.754,-0.012,-0.072
0.606,-0.112,-0.168
0.392,-0.198,-0.103
0.162,-0.274,0.023
-0.043,-0.326,0.043
-0.227,-0.328,-0.072
-0.421,-0.269,-0.170
-0.653,-0.176,-0.106
-0.920,-0.100,0.082
-1.190,-0.087,0.229
-1.421,-0.131,0.245
-1.577,-0.181,0.190
-1.640,-0.174,0.164
-1.615,-0.090,0.173
-1.525,0.037,0.159
-1.389,0.157,0.124
-1.213,0.239,0.141
-0.991,0.296,0.245
-0.742,0.357,0.365
-0.525,0.426,0.396
-0.400,0.483,0.319
-0.379,0.501,0.203
-0.405,0.473,0.102
-0.386,0.425,0.014
-0.269,0.390,-0.076
-0.068,0.379,-0.133
0.158,0.371,-0.099
0.353,0.327,0.038
0.484,0.220,0.234
0.551,0.062,0.423
0.574,-0.103,0.555
0.582,-0.240,0.589
0.594,-0.333,0.494
0.617,-0.401,0.293
0.634,-0.470,0.074
0.629,-0.558,-0.057
0.599,-0.660,-0.050
0.565,-0.762,0.076
0.558,-0.847,0.273
0.587,-0.901,0.489
0.632,-0.912,0.659
0.653,-0.870,0.715
0.621,-0.779,0.630
0.532,-0.654,0.452
0.400,-0.520,0.255
0.222,-0.396,0.080
-0.027,-0.282,-0.081
-0.367,-0.163,-0.228
-0.768,-0.022,-0.312
-1.140,0.139,-0.287
-1.384,0.305,-0.171
-1.465,0.458,-0.031
-1.426,0.597,0.085
-1.345,0.730,0.184
-1.275,0.853,0.270
-1.220,0.942,0.291
-1.163,0.971,0.184
-1.091,0.951,-0.035
-0.995,0.927,-0.271
-0.863,0.940,-0.443
-0.689,0.990,-0.548
-0.480,1.026,-0.612
-0.255,1.009,-0.608
-0.016,0.941,-0.485
0.267,0.864,-0.279
0.617,0.804,-0.132
0.999,0.734,-0.142
1.324,0.598,-0.219
1.514,0.367,-0.161
1.575,0.074,0.108
1.579,-0.212,0.421
1.587,-0.442,0.539
1.595,-0.608,0.417
1.556,-0.729,0.231
1.449,-0.835,0.158
1.294,-0.954,0.165
1.110,-1.107,0.086
0.885,-1.290,-0.135
0.595,-1.466,-0.339
0.266,-1.563,-0.317
-0.027,-1.522,-0.059
-0.221,-1.337,0.210
-0.328,-1.055,0.261
-0.434,-0.757,0.081
-0.617,-0.517,-0.130
-0.882,-0.378,-0.189
-1.162,-0.340,-0.130
-1.377,-0.358,-0.132
-1.495,-0.353,-0.276
-1.538,-0.247,-0.410
-1.536,-0.009,-0.312
-1.496,0.323,0.011
-1.392,0.658,0.263
-1.209,0.901,0.152
-0.970,1.008,-0.269
-0.728,1.007,-0.628
-0.528,0.955,-0.623
-0.377,0.894,-0.338
-0.245,0.828,-0.117
-0.096,0.751,-0.151
0.082,0.671,-0.277
0.287,0.610,-0.223
0.512,0.580,0.033
0.746,0.558,0.234
0.971,0.499,0.167
1.162,0.361,-0.072
1.299,0.136,-0.194
1.392,-0.141,-0.048
1.476,-0.412,0.229
1.581,-0.616,0.397
1.707,-0.726,0.362
1.818,-0.761,0.213
1.863,-0.776,0.066
1.807,-0.817,-0.045
1.646,-0.887,-0.120
1.416,-0.953,-0.125
1.164,-0.983,-0.029
0.926,-0.977,0.109
0.699,-0.961,0.189
0.452,-0.954,0.190
0.158,-0.944,0.196
-0.169,-0.895,0.278
-0.489,-0.775,0.369
-0.767,-0.571,0.357
-1.003,-0.288,0.243
-1.225,0.037,0.156
-1.457,0.346,0.167
-1.703,0.565,0.157
-1.957,0.639,-0.046
-2.214,0.567,-0.414
-2.450,0.410,-0.684
-2.608,0.256,-0.624
-2.619,0.179,-0.300
-2.460,0.217,-0.003
-2.192,0.363,0.060
-1.920,0.578,-0.033
-1.713,0.790,-0.067
-1.557,0.929,0.048
-1.388,0.955,0.187
-1.158,0.885,0.188
-0.867,0.767,0.062
-0.547,0.642,-0.022
-0.215,0.523,0.050
0.126,0.393,0.209
0.478,0.245,0.255
0.818,0.087,0.072
1.115,-0.070,-0.241
1.346,-0.234,-0.441
1.506,-0.418,-0.352
1.597,-0.626,-0.018
1.627,-0.839,0.337
1.614,-1.033,0.504
1.584,-1.187,0.444
1.557,-1.291,0.284
1.535,-1.339,0.169
1.504,-1.328,0.139
1.449,-1.269,0.134
1.366,-1.186,0.095
1.241,-1.106,0.032
1.045,-1.043,-0.002
0.742,-1.005,0.012
0.329,-0.995,0.039
-0.150,-1.008,0.027
