SITE CODE= EEDìÏà¢ëhë∫íÜèº              ,33.0265,131.1910, 10,5.8,42476.1638079,  3.93,  6.67
 LAT.=   32.8803
 LON.=  131.0736
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2016 04 16 03 54 40
 NS,EW,UD
-0.561,4.188,-0.993
-1.422,4.227,1.246
-1.419,3.476,3.139
-0.885,2.122,3.568
-0.430,-0.030,2.403
-0.346,-2.973,0.466
-0.411,-5.799,-1.255
-0.240,-7.024,-2.265
0.296,-5.835,-2.534
1.015,-2.892,-2.128
1.638,0.270,-1.112
1.961,2.623,0.208
1.815,4.215,1.237
1.062,5.408,1.477
-0.269,5.890,0.983
-1.870,4.812,0.303
-3.204,1.962,-0.071
-3.748,-1.541,-0.081
-3.183,-3.996,0.059
-1.543,-4.575,0.250
0.689,-3.852,0.525
2.648,-2.877,0.751
3.482,-1.980,0.533
2.930,-0.709,-0.341
1.549,1.142,-1.423
0.247,2.847,-1.816
-0.487,3.352,-1.035
-0.851,2.465,0.403
-1.244,1.163,1.427
-1.618,0.539,1.466
-1.469,0.632,0.953
-0.485,0.512,0.672
0.913,-0.492,0.737
1.832,-1.892,0.419
1.689,-2.541,-0.898
0.735,-1.928,-2.773
-0.214,-0.726,-3.879
-0.515,0.014,-3.200
-0.190,0.033,-0.971
0.220,0.021,1.593
0.208,0.663,3.370
-0.288,1.733,4.024
-0.924,2.298,3.743
-1.315,1.701,2.615
-1.350,0.208,0.559
-1.179,-1.305,-2.130
-0.957,-2.125,-4.432
-0.681,-2.066,-5.064
-0.247,-1.294,-3.462
0.362,-0.052,-0.312
1.043,1.315,2.866
1.657,2.293,4.679
2.100,2.394,4.539
2.229,1.538,2.726
1.852,0.140,0.047
0.903,-1.234,-2.502
-0.355,-2.276,-3.998
-1.404,-2.934,-3.910
-1.834,-3.098,-2.400
-1.612,-2.468,-0.294
-0.986,-0.853,1.404
-0.185,1.413,2.154
0.668,3.476,2.091
1.390,4.456,1.671
1.643,4.001,1.145
1.171,2.426,0.430
0.086,0.362,-0.546
-1.161,-1.635,-1.504
-2.140,-3.202,-1.918
-2.681,-4.032,-1.500
-2.754,-3.821,-0.510
-2.241,-2.445,0.433
-0.995,-0.231,0.866
0.844,2.027,0.791
2.691,3.430,0.560
3.793,3.491,0.514
3.721,2.401,0.740
2.604,0.844,1.085
0.949,-0.476,1.268
-0.701,-1.202,1.010
-1.955,-1.365,0.179
-2.565,-1.190,-1.046
-2.390,-0.905,-2.141
-1.475,-0.674,-2.494
-0.139,-0.549,-1.868
1.084,-0.418,-0.644
1.684,-0.079,0.454
1.446,0.523,0.954
0.530,1.078,0.976
-0.667,1.053,0.943
-1.730,0.202,0.993
-2.306,-1.064,0.773
-2.092,-1.924,-0.082
-0.897,-1.810,-1.307
1.120,-0.856,-1.989
3.285,0.356,-1.352
4.595,1.391,0.404
4.285,2.188,2.115
2.372,2.757,2.570
-0.328,2.839,1.497
-2.698,2.070,-0.294
-3.962,0.475,-1.663
-3.970,-1.351,-2.000
-3.032,-2.668,-1.468
-1.580,-3.130,-0.592
0.021,-2.876,0.241
1.454,-2.132,0.917
2.388,-0.904,1.411
2.558,0.836,1.628
1.927,2.736,1.433
0.747,4.006,0.800
-0.565,3.915,-0.132
-1.639,2.382,-1.101
-2.267,0.065,-1.802
-2.371,-2.112,-1.987
-1.930,-3.531,-1.565
-0.980,-4.054,-0.696
0.326,-3.798,0.238
1.706,-2.875,0.830
2.800,-1.385,0.900
3.287,0.442,0.593
2.979,2.202,0.246
1.879,3.460,0.126
0.221,3.928,0.277
-1.562,3.504,0.553
-2.956,2.260,0.770
-3.512,0.476,0.818
-2.993,-1.328,0.688
-1.471,-2.565,0.437
0.619,-2.894,0.132
2.555,-2.433,-0.202
3.580,-1.567,-0.601
3.276,-0.573,-1.101
1.811,0.517,-1.598
-0.141,1.669,-1.789
-1.769,2.564,-1.335
-2.512,2.730,-0.198
-2.267,1.994,1.152
-1.363,0.710,1.950
-0.375,-0.526,1.675
0.186,-1.381,0.501
0.171,-1.914,-0.802
-0.115,-2.251,-1.463
-0.169,-2.268,-1.271
0.254,-1.709,-0.617
0.922,-0.590,-0.011
1.345,0.646,0.367
1.248,1.461,0.696
0.779,1.652,1.123
0.265,1.433,1.483
-0.147,1.102,1.429
-0.548,0.726,0.821
-0.973,0.201,-0.059
-1.191,-0.451,-0.733
-0.886,-0.958,-0.921
-0.049,-1.002,-0.740
0.858,-0.557,-0.525
1.208,0.046,-0.482
0.696,0.394,-0.539
-0.435,0.336,-0.471
-1.594,0.070,-0.150
-2.227,-0.077,0.332
-2.075,0.041,0.730
-1.184,0.319,0.808
0.182,0.535,0.490
1.632,0.563,-0.086
2.718,0.421,-0.621
3.083,0.187,-0.801
2.632,-0.096,-0.497
1.588,-0.417,0.116
0.349,-0.720,0.651
-0.744,-0.894,0.774
-1.538,-0.823,0.446
-2.011,-0.481,-0.065
-2.142,0.029,-0.426
-1.884,0.505,-0.488
-1.249,0.739,-0.363
-0.390,0.654,-0.258
0.445,0.370,-0.284
1.037,0.117,-0.380
1.263,0.024,-0.391
1.089,-0.030,-0.189
0.572,-0.298,0.220
-0.093,-0.846,0.688
-0.598,-1.372,0.973
-0.691,-1.410,0.892
-0.394,-0.764,0.471
0.004,0.244,-0.034
0.228,1.008,-0.308
0.294,1.111,-0.214
0.451,0.645,0.097
0.855,0.076,0.333
1.317,-0.150,0.287
1.439,0.111,-0.018
0.982,0.686,-0.392
0.074,1.243,-0.624
-0.906,1.459,-0.590
-1.618,1.143,-0.293
-1.898,0.339,0.136
-1.735,-0.654,0.466
-1.207,-1.410,0.462
-0.471,-1.643,0.071
0.253,-1.398,-0.499
0.765,-0.981,-0.894
0.974,-0.661,-0.884
0.924,-0.437,-0.538
0.731,-0.097,-0.131
0.531,0.484,0.139
0.433,1.148,0.305
0.472,1.557,0.494
0.559,1.502,0.683
0.513,1.090,0.656
0.213,0.605,0.265
-0.255,0.221,-0.295
-0.657,-0.125,-0.580
-0.844,-0.562,-0.313
-0.924,-1.025,0.300
-1.162,-1.244,0.738
-1.658,-1.005,0.662
-2.166,-0.402,0.248
-2.247,0.209,-0.028
-1.624,0.514,0.100
-0.397,0.471,0.437
1.070,0.263,0.548
2.407,0.046,0.224
3.381,-0.188,-0.339
3.854,-0.513,-0.760
3.703,-0.864,-0.822
2.875,-1.023,-0.608
1.514,-0.803,-0.355
-0.028,-0.239,-0.237
-1.335,0.419,-0.278
-2.132,0.917,-0.384
-2.374,1.158,-0.429
-2.195,1.188,-0.316
-1.801,1.047,-0.030
-1.397,0.679,0.337
-1.128,0.033,0.647
-1.004,-0.771,0.796
-0.880,-1.414,0.784
-0.558,-1.561,0.683
0.035,-1.120,0.556
0.738,-0.330,0.414
1.261,0.403,0.252
1.425,0.800,0.080
1.309,0.858,-0.081
1.154,0.759,-0.260
1.098,0.640,-0.517
1.022,0.464,-0.861
0.661,0.094,-1.189
-0.106,-0.492,-1.327
-1.081,-1.091,-1.154
-1.827,-1.377,-0.706
-1.958,-1.146,-0.141
-1.390,-0.474,0.374
-0.390,0.343,0.762
0.584,1.007,1.014
1.093,1.370,1.128
0.906,1.428,1.088
0.104,1.218,0.904
-0.922,0.771,0.635
-1.637,0.158,0.359
-1.628,-0.457,0.109
-0.823,-0.891,-0.142
0.480,-1.039,-0.411
1.819,-0.922,-0.649
2.800,-0.619,-0.769
3.202,-0.201,-0.741
2.945,0.261,-0.624
2.046,0.655,-0.496
0.640,0.843,-0.348
-0.960,0.778,-0.096
-2.331,0.543,0.306
-3.111,0.271,0.756
-3.162,0.021,1.027
-2.589,-0.235,0.930
-1.630,-0.508,0.469
-0.534,-0.702,-0.145
0.485,-0.695,-0.618
1.239,-0.495,-0.740
1.575,-0.256,-0.494
1.437,-0.134,-0.052
0.927,-0.134,0.336
0.290,-0.144,0.500
-0.176,-0.097,0.437
-0.268,-0.048,0.271
0.011,-0.066,0.119
0.464,-0.090,-0.013
0.801,0.035,-0.203
0.821,0.362,-0.476
0.505,0.728,-0.724
0.015,0.888,-0.786
-0.422,0.749,-0.589
-0.635,0.433,-0.227
-0.587,0.095,0.126
-0.382,-0.258,0.347
-0.203,-0.716,0.409
-0.198,-1.233,0.341
-0.379,-1.549,0.177
-0.621,-1.384,-0.022
-0.756,-0.721,-0.148
-0.679,0.160,-0.090
-0.390,0.934,0.158
0.042,1.480,0.462
0.528,1.859,0.635
0.953,2.082,0.593
1.177,1.989,0.396
1.091,1.404,0.162
0.704,0.381,-0.060
0.176,-0.761,-0.298
-0.268,-1.659,-0.552
-0.479,-2.147,-0.727
-0.464,-2.269,-0.690
-0.346,-2.101,-0.414
-0.256,-1.636,-0.022
-0.225,-0.861,0.289
-0.178,0.094,0.401
-0.017,0.957,0.331
0.275,1.469,0.171
0.597,1.556,0.002
0.781,1.314,-0.141
0.709,0.889,-0.243
0.387,0.385,-0.288
-0.084,-0.098,-0.279
-0.603,-0.437,-0.239
-1.093,-0.527,-0.185
-1.462,-0.400,-0.086
-1.560,-0.217,0.103
-1.241,-0.136,0.369
-0.499,-0.172,0.598
0.446,-0.216,0.651
1.249,-0.178,0.489
1.641,-0.090,0.227
1.566,-0.041,0.043
1.156,-0.043,0.025
0.592,-0.002,0.099
-0.002,0.163,0.103
-0.548,0.393,-0.064
-0.952,0.524,-0.367
-1.094,0.453,-0.661
-0.895,0.263,-0.803
-0.394,0.141,-0.730
0.244,0.191,-0.476
0.799,0.328,-0.146
1.091,0.372,0.135
1.042,0.227,0.275
0.680,-0.048,0.262
0.112,-0.333,0.168
-0.507,-0.568,0.106
-1.013,-0.768,0.148
-1.266,-0.917,0.277
-1.204,-0.920,0.408
-0.870,-0.677,0.465
-0.389,-0.217,0.438
0.096,0.279,0.375
0.481,0.605,0.323
0.719,0.675,0.289
0.803,0.566,0.231
0.759,0.419,0.098
0.630,0.314,-0.121
0.465,0.228,-0.387
0.292,0.100,-0.617
0.109,-0.083,-0.737
-0.084,-0.253,-0.719
-0.259,-0.304,-0.588
-0.346,-0.189,-0.396
-0.307,0.031,-0.181
-0.182,0.219,0.038
-0.083,0.253,0.244
-0.112,0.120,0.394
-0.276,-0.085,0.439
-0.476,-0.239,0.370
-0.572,-0.267,0.228
-0.473,-0.168,0.085
-0.194,0.010,-0.002
0.150,0.193,-0.020
0.423,0.284,0.014
0.544,0.197,0.075
0.529,-0.066,0.130
0.459,-0.384,0.144
0.389,-0.565,0.091
0.294,-0.490,-0.015
0.111,-0.207,-0.126
-0.173,0.103,-0.183
-0.479,0.278,-0.168
-0.678,0.287,-0.111
-0.684,0.210,-0.054
-0.502,0.143,-0.009
-0.211,0.107,0.038
0.084,0.069,0.095
0.287,0.006,0.120
0.338,-0.063,0.060
0.249,-0.105,-0.081
0.121,-0.103,-0.221
0.092,-0.056,-0.249
0.246,0.046,-0.134
0.535,0.224,0.039
0.799,0.457,0.134
0.874,0.655,0.077
0.697,0.701,-0.080
0.326,0.537,-0.221
-0.121,0.209,-0.245
-0.539,-0.173,-0.139
-0.864,-0.519,0.029
-1.047,-0.779,0.169
-1.043,-0.913,0.213
-0.826,-0.874,0.153
-0.432,-0.651,0.041
0.025,-0.315,-0.042
0.385,-0.004,-0.044
0.541,0.174,0.035
0.496,0.220,0.143
0.347,0.223,0.219
0.201,0.266,0.227
0.099,0.346,0.171
0.017,0.392,0.073
-0.075,0.344,-0.035
-0.160,0.214,-0.123
-0.188,0.068,-0.162
-0.130,-0.036,-0.144
-0.021,-0.085,-0.078
0.067,-0.098,0.011
0.070,-0.092,0.092
-0.029,-0.068,0.132
-0.196,-0.030,0.105
-0.354,-0.007,0.008
-0.395,-0.032,-0.120
-0.234,-0.118,-0.214
0.129,-0.238,-0.216
0.576,-0.348,-0.116
0.910,-0.410,0.032
0.981,-0.410,0.148
0.771,-0.330,0.185
0.398,-0.140,0.152
0.011,0.174,0.108
-0.294,0.567,0.108
-0.503,0.927,0.156
-0.641,1.118,0.202
-0.726,1.062,0.180
-0.756,0.775,0.067
-0.713,0.346,-0.097
-0.573,-0.120,-0.254
-0.323,-0.534,-0.364
0.009,-0.828,-0.425
0.350,-0.956,-0.444
0.598,-0.906,-0.405
0.678,-0.706,-0.280
0.590,-0.411,-0.072
0.394,-0.091,0.162
0.173,0.194,0.346
-0.009,0.395,0.424
-0.124,0.467,0.398
-0.168,0.392,0.312
-0.153,0.201,0.203
-0.105,-0.023,0.087
-0.053,-0.181,-0.038
-0.004,-0.214,-0.162
0.054,-0.134,-0.247
0.134,-0.021,-0.246
0.214,0.037,-0.139
0.247,0.001,0.028
0.196,-0.105,0.166
0.074,-0.214,0.191
-0.056,-0.252,0.094
-0.134,-0.186,-0.055
-0.138,-0.032,-0.158
-0.103,0.159,-0.161
-0.082,0.343,-0.084
-0.105,0.491,0.011
-0.164,0.577,0.079
-0.224,0.569,0.118
-0.249,0.434,0.144
-0.217,0.171,0.156
-0.131,-0.164,0.132
-0.019,-0.469,0.060
0.073,-0.650,-0.039
0.112,-0.661,-0.123
0.087,-0.517,-0.157
0.024,-0.269,-0.139
-0.043,0.023,-0.097
-0.087,0.303,-0.055
-0.095,0.520,-0.025
-0.052,0.635,-0.005
0.050,0.634,0.004
0.202,0.533,0.005
0.361,0.366,0.008
0.464,0.168,0.027
0.464,-0.029,0.071
0.351,-0.202,0.116
0.147,-0.324,0.116
-0.110,-0.379,0.038
-0.376,-0.372,-0.096
-0.602,-0.346,-0.210
-0.735,-0.354,-0.221
-0.740,-0.423,-0.106
-0.615,-0.513,0.068
-0.394,-0.535,0.194
-0.114,-0.426,0.198
0.200,-0.203,0.103
0.526,0.038,-0.004
0.813,0.209,-0.048
0.981,0.284,-0.018
0.954,0.300,0.037
0.724,0.302,0.066
0.367,0.300,0.049
0.002,0.294,0.004
-0.266,0.294,-0.043
-0.395,0.330,-0.078
-0.401,0.401,-0.093
-0.332,0.458,-0.084
-0.249,0.429,-0.051
-0.203,0.285,-0.011
-0.214,0.068,0.008
-0.267,-0.142,-0.015
-0.320,-0.293,-0.077
-0.334,-0.390,-0.146
-0.294,-0.458,-0.175
-0.201,-0.497,-0.140
-0.064,-0.465,-0.048
0.104,-0.326,0.068
0.282,-0.096,0.180
0.428,0.141,0.271
0.502,0.284,0.335
0.491,0.278,0.351
0.409,0.155,0.289
0.280,-0.002,0.138
0.123,-0.121,-0.061
-0.050,-0.180,-0.227
-0.228,-0.193,-0.289
-0.388,-0.174,-0.238
-0.507,-0.116,-0.129
-0.560,-0.008,-0.032
-0.526,0.126,0.017
-0.401,0.242,0.030
-0.203,0.297,0.027
0.008,0.287,0.020
0.170,0.238,0.017
0.246,0.180,0.028
0.249,0.125,0.064
0.228,0.077,0.111
0.227,0.041,0.131
0.249,0.017,0.096
0.264,-0.015,0.009
0.248,-0.085,-0.087
0.200,-0.196,-0.154
0.138,-0.325,-0.174
0.082,-0.434,-0.155
0.032,-0.500,-0.113
-0.023,-0.511,-0.064
-0.086,-0.448,-0.026
-0.133,-0.293,-0.012
-0.134,-0.049,-0.017
-0.067,0.229,-0.018
0.064,0.466,0.008
0.224,0.605,0.060
0.355,0.634,0.106
0.398,0.566,0.120
0.321,0.408,0.102
0.135,0.167,0.074
-0.101,-0.114,0.048
-0.315,-0.349,0.012
-0.448,-0.450,-0.051
-0.485,-0.394,-0.133
-0.443,-0.234,-0.183
-0.360,-0.055,-0.150
-0.275,0.084,-0.028
-0.219,0.180,0.126
-0.206,0.242,0.227
-0.216,0.275,0.219
-0.201,0.269,0.111
-0.113,0.215,-0.027
0.049,0.117,-0.118
0.228,-0.007,-0.121
0.341,-0.141,-0.050
0.337,-0.262,0.043
0.241,-0.348,0.113
0.132,-0.378,0.140
0.074,-0.344,0.130
0.078,-0.250,0.098
0.100,-0.113,0.055
0.089,0.039,0.000
0.025,0.180,-0.061
-0.076,0.282,-0.123
-0.183,0.330,-0.167
-0.268,0.324,-0.177
-0.307,0.282,-0.144
-0.280,0.223,-0.079
-0.178,0.157,-0.009
-0.009,0.083,0.032
0.194,-0.001,0.032
0.384,-0.093,0.005
0.512,-0.178,-0.018
0.544,-0.243,-0.016
0.471,-0.275,0.011
0.311,-0.265,0.040
0.116,-0.205,0.052
-0.047,-0.093,0.048
-0.133,0.055,0.049
-0.140,0.207,0.071
-0.108,0.310,0.103
-0.087,0.324,0.111
-0.099,0.237,0.061
-0.133,0.080,-0.045
-0.157,-0.089,-0.167
-0.152,-0.219,-0.249
-0.124,-0.289,-0.260
-0.096,-0.307,-0.207
-0.095,-0.290,-0.122
-0.133,-0.243,-0.036
-0.201,-0.156,0.040
-0.266,-0.034,0.107
-0.274,0.100,0.158
-0.193,0.210,0.179
-0.029,0.266,0.158
0.163,0.260,0.103
0.315,0.198,0.040
0.375,0.099,-0.008
0.332,-0.017,-0.032
0.200,-0.128,-0.028
0.011,-0.211,0.004
-0.191,-0.251,0.067
-0.351,-0.243,0.149
-0.407,-0.191,0.217
-0.326,-0.104,0.230
-0.124,0.001,0.168
0.138,0.103,0.045
0.380,0.183,-0.096
0.528,0.231,-0.204
0.553,0.250,-0.241
0.469,0.247,-0.203
0.323,0.221,-0.116
0.176,0.166,-0.027
0.069,0.082,0.015
0.010,-0.021,-0.008
-0.019,-0.131,-0.077
-0.042,-0.229,-0.144
-0.067,-0.292,-0.160
-0.088,-0.292,-0.106
-0.094,-0.216,0.002
-0.086,-0.074,0.135
-0.081,0.089,0.253
-0.093,0.218,0.326
-0.125,0.275,0.329
-0.158,0.252,0.253
-0.175,0.170,0.109
-0.165,0.056,-0.065
-0.135,-0.066,-0.214
-0.095,-0.172,-0.292
-0.054,-0.234,-0.287
-0.027,-0.233,-0.223
-0.036,-0.177,-0.146
-0.097,-0.098,-0.083
-0.188,-0.036,-0.037
-0.254,-0.000,0.003
-0.241,0.025,0.037
-0.145,0.063,0.050
-0.019,0.117,0.030
0.077,0.163,-0.006
0.127,0.180,-0.026
0.154,0.172,-0.004
0.181,0.169,0.054
0.191,0.189,0.116
0.141,0.211,0.150
0.014,0.183,0.142
-0.153,0.073,0.103
-0.291,-0.093,0.052
-0.337,-0.248,0.005
-0.260,-0.325,-0.026
-0.070,-0.303,-0.035
0.189,-0.210,-0.021
0.449,-0.092,-0.002
0.627,0.018,0.006
0.665,0.103,-0.004
0.566,0.149,-0.024
0.384,0.147,-0.037
0.190,0.096,-0.033
0.030,0.018,-0.023
-0.084,-0.051,-0.021
-0.166,-0.081,-0.033
-0.223,-0.060,-0.045
-0.265,-0.002,-0.040
-0.302,0.064,-0.011
-0.340,0.103,0.034
-0.359,0.089,0.076
-0.326,0.017,0.089
-0.210,-0.084,0.055
-0.017,-0.178,-0.025
0.198,-0.233,-0.127
0.364,-0.245,-0.209
0.415,-0.228,-0.234
0.321,-0.196,-0.182
0.107,-0.145,-0.069
-0.161,-0.068,0.069
-0.400,0.032,0.185
-0.546,0.136,0.237
-0.580,0.216,0.203
-0.532,0.252,0.102
-0.442,0.238,-0.018
-0.332,0.180,-0.103
-0.198,0.096,-0.125
-0.028,0.006,-0.085
0.173,-0.064,-0.015
0.375,-0.099,0.057
0.535,-0.089,0.113
0.619,-0.040,0.138
0.608,0.027,0.125
0.500,0.091,0.077
0.315,0.134,0.017
0.094,0.154,-0.026
-0.105,0.162,-0.038
-0.234,0.160,-0.025
-0.264,0.139,-0.002
-0.202,0.084,0.013
-0.084,-0.000,0.017
0.058,-0.080,0.008
0.194,-0.115,-0.006
0.301,-0.086,-0.021
0.353,-0.015,-0.023
0.332,0.052,-0.002
0.229,0.077,0.034
0.064,0.039,0.068
-0.119,-0.051,0.076
-0.267,-0.165,0.049
-0.332,-0.263,-0.005
-0.294,-0.307,-0.068
-0.178,-0.286,-0.119
-0.043,-0.214,-0.146
0.043,-0.120,-0.146
0.043,-0.021,-0.121
-0.024,0.075,-0.085
-0.104,0.167,-0.045
-0.146,0.230,-0.012
-0.137,0.230,0.004
-0.100,0.155,0.000
-0.070,0.032,-0.024
-0.064,-0.086,-0.059
-0.075,-0.148,-0.084
-0.090,-0.132,-0.077
-0.097,-0.050,-0.025
-0.087,0.062,0.063
-0.059,0.168,0.161
-0.020,0.230,0.231
0.011,0.234,0.243
0.020,0.187,0.195
0.018,0.115,0.114
0.034,0.040,0.043
0.087,-0.034,0.007
0.168,-0.114,0.000
0.240,-0.199,-0.011
0.276,-0.263,-0.046
0.275,-0.280,-0.089
0.247,-0.247,-0.106
0.190,-0.191,-0.071
0.087,-0.142,-0.006
-0.055,-0.108,0.035
-0.184,-0.067,0.020
-0.227,0.002,-0.038
-0.146,0.094,-0.089
0.016,0.186,-0.087
0.160,0.259,-0.035
0.194,0.312,0.020
0.093,0.348,0.037
-0.089,0.350,0.010
-0.260,0.294,-0.023
-0.347,0.166,-0.026
-0.327,-0.013,0.006
-0.226,-0.196,0.043
-0.094,-0.327,0.045
0.025,-0.367,0.005
0.099,-0.310,-0.044
0.113,-0.184,-0.057
0.062,-0.033,-0.012
-0.035,0.102,0.071
-0.137,0.201,0.150
-0.193,0.257,0.193
-0.167,0.259,0.196
-0.061,0.189,0.168
0.091,0.054,0.112
0.245,-0.107,0.014
0.360,-0.230,-0.123
0.406,-0.272,-0.261
0.368,-0.234,-0.339
0.255,-0.150,-0.313
0.102,-0.046,-0.194
-0.047,0.057,-0.043
-0.153,0.149,0.072
-0.204,0.206,0.117
-0.210,0.203,0.095
-0.184,0.139,0.034
-0.139,0.034,-0.032
-0.088,-0.079,-0.078
-0.043,-0.177,-0.087
-0.014,-0.244,-0.056
0.002,-0.268,0.000
0.021,-0.242,0.059
0.058,-0.171,0.103
0.107,-0.074,0.122
0.145,0.023,0.116
0.141,0.099,0.088
0.087,0.138,0.045
0.005,0.138,-0.002
-0.063,0.103,-0.036
-0.087,0.044,-0.039
-0.066,-0.025,-0.006
-0.026,-0.094,0.046
0.000,-0.150,0.088
-0.008,-0.169,0.085
-0.045,-0.128,0.031
-0.098,-0.020,-0.042
-0.145,0.119,-0.078
-0.167,0.230,-0.038
-0.152,0.269,0.060
-0.096,0.241,0.145
-0.015,0.185,0.144
0.071,0.136,0.041
0.149,0.095,-0.106
0.209,0.043,-0.219
0.238,-0.027,-0.251
0.223,-0.094,-0.208
0.151,-0.120,-0.126
0.041,-0.093,-0.034
-0.064,-0.027,0.062
-0.130,0.046,0.148
-0.146,0.104,0.196
-0.137,0.141,0.178
-0.129,0.151,0.097
-0.125,0.122,0.002
-0.110,0.050,-0.048
-0.066,-0.049,-0.034
0.005,-0.134,0.021
0.088,-0.164,0.067
0.153,-0.129,0.070
0.176,-0.061,0.038
0.146,-0.011,-0.001
0.071,-0.004,-0.026
-0.020,-0.036,-0.037
-0.093,-0.073,-0.042
-0.116,-0.092,-0.052
-0.082,-0.089,-0.066
-0.010,-0.075,-0.083
0.062,-0.057,-0.102
0.104,-0.037,-0.116
0.110,-0.010,-0.114
0.096,0.024,-0.082
0.083,0.062,-0.020
0.075,0.096,0.054
0.058,0.112,0.113
0.023,0.095,0.140
-0.015,0.035,0.137
-0.036,-0.060,0.117
-0.029,-0.160,0.089
-0.014,-0.221,0.053
-0.018,-0.213,0.011
-0.042,-0.133,-0.024
-0.067,-0.016,-0.038
-0.071,0.093,-0.030
-0.061,0.165,-0.026
-0.056,0.193,-0.048
-0.060,0.182,-0.100
-0.060,0.144,-0.152
-0.044,0.088,-0.167
-0.022,0.027,-0.130
-0.023,-0.021,-0.061
-0.049,-0.052,0.012
-0.071,-0.066,0.068
-0.050,-0.073,0.098
0.018,-0.074,0.100
0.092,-0.063,0.075
0.116,-0.042,0.033
0.070,-0.021,0.002
-0.018,-0.015,0.008
-0.098,-0.021,0.057
-0.132,-0.023,0.125
-0.114,-0.011,0.173
-0.061,-0.002,0.172
0.004,-0.025,0.122
0.069,-0.088,0.041
0.123,-0.164,-0.047
0.160,-0.201,-0.123
0.178,-0.165,-0.168
0.181,-0.062,-0.165
0.168,0.068,-0.103
0.134,0.186,0.002
0.070,0.273,0.108
-0.020,0.321,0.160
-0.112,0.326,0.129
-0.175,0.276,0.030
-0.184,0.172,-0.084
-0.145,0.034,-0.155
-0.081,-0.096,-0.152
-0.015,-0.180,-0.089
0.035,-0.203,-0.008
0.065,-0.171,0.045
0.070,-0.099,0.052
0.058,-0.005,0.020
0.038,0.089,-0.023
0.026,0.154,-0.052
0.024,0.164,-0.052
0.028,0.113,-0.027
0.035,0.026,0.004
0.043,-0.060,0.021
0.052,-0.116,0.011
0.053,-0.130,-0.018
0.034,-0.099,-0.048
-0.009,-0.034,-0.057
-0.068,0.047,-0.037
-0.128,0.112,0.001
-0.175,0.129,0.038
-0.197,0.086,0.061
-0.180,-0.001,0.070
-0.119,-0.100,0.070
-0.021,-0.180,0.064
0.079,-0.227,0.047
0.145,-0.237,0.021
0.151,-0.224,0.004
0.102,-0.200,0.008
0.018,-0.174,0.039
-0.067,-0.140,0.075
-0.127,-0.086,0.089
-0.144,-0.011,0.070
-0.113,0.071,0.030
-0.043,0.143,-0.005
0.043,0.191,-0.024
0.126,0.224,-0.026
0.191,0.255,-0.020
0.228,0.280,-0.018
0.231,0.277,-0.027
0.193,0.226,-0.049
0.119,0.130,-0.084
0.028,0.016,-0.121
-0.053,-0.077,-0.144
-0.107,-0.130,-0.143
-0.133,-0.130,-0.119
-0.142,-0.085,-0.083
-0.145,-0.012,-0.041
-0.148,0.060,0.005
-0.144,0.106,0.059
-0.122,0.111,0.112
-0.079,0.076,0.145
-0.025,0.009,0.141
0.021,-0.080,0.098
0.047,-0.179,0.032
0.050,-0.266,-0.029
0.042,-0.310,-0.067
0.035,-0.300,-0.070
0.038,-0.244,-0.042
0.052,-0.164,0.006
0.070,-0.080,0.061
0.087,0.001,0.101
0.087,0.076,0.112
0.062,0.133,0.088
0.015,0.160,0.039
-0.039,0.150,-0.012
-0.080,0.115,-0.046
-0.093,0.075,-0.054
-0.079,0.049,-0.039
-0.045,0.048,-0.016
0.000,0.069,0.007
0.055,0.093,0.029
0.114,0.106,0.043
0.159,0.098,0.043
0.177,0.080,0.020
0.161,0.068,-0.021
0.120,0.069,-0.061
0.066,0.069,-0.076
0.007,0.047,-0.056
-0.049,-0.002,-0.016
-0.095,-0.060,0.018
-0.114,-0.104,0.029
-0.102,-0.121,0.014
-0.066,-0.117,-0.015
-0.022,-0.105,-0.044
0.015,-0.090,-0.060
0.044,-0.073,-0.061
0.064,-0.059,-0.048
0.066,-0.054,-0.029
0.035,-0.061,-0.016
-0.035,-0.068,-0.015
-0.130,-0.059,-0.024
-0.211,-0.028,-0.035
-0.248,0.018,-0.035
-0.226,0.069,-0.021
-0.164,0.115,0.000
-0.090,0.150,0.026
-0.028,0.170,0.050
0.017,0.167,0.072
0.050,0.134,0.089
0.072,0.075,0.095
0.081,0.004,0.085
0.077,-0.060,0.061
0.065,-0.103,0.033
0.053,-0.118,0.012
0.047,-0.111,0.002
0.048,-0.090,0.000
0.057,-0.063,-0.002
0.075,-0.035,-0.005
0.100,-0.014,-0.005
0.119,-0.003,0.001
0.123,-0.004,0.012
0.104,-0.012,0.020
0.068,-0.016,0.016
0.026,-0.007,0.000
-0.010,0.014,-0.018
-0.033,0.043,-0.029
-0.041,0.068,-0.029
-0.031,0.079,-0.018
-0.010,0.071,-0.005
0.012,0.043,0.001
0.021,-0.004,-0.004
0.007,-0.063,-0.024
-0.031,-0.120,-0.051
-0.084,-0.159,-0.071
-0.130,-0.164,-0.072
-0.141,-0.131,-0.047
-0.111,-0.063,-0.009
-0.059,0.026,0.018
-0.020,0.120,0.020
-0.016,0.196,-0.000
-0.043,0.237,-0.025
-0.071,0.233,-0.028
-0.078,0.189,-0.001
-0.061,0.122,0.043
-0.036,0.048,0.085
-0.021,-0.018,0.107
