SITE CODE= EEDìÏà¢ëhë∫íÜèº              ,33.0265,131.1910, 10,5.8,42476.1638079,  3.93,  6.67
 LAT.=   32.8803
 LON.=  131.0736
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2016 04 16 03 54 40
 NS,EW,UD
-1.026,-0.647,-1.022
-0.935,-0.363,-1.347
-0.802,-0.146,-1.148
-0.613,0.050,-0.704
-0.437,0.336,-0.384
-0.303,0.718,-0.356
-0.155,1.036,-0.487
0.093,1.063,-0.500
0.441,0.696,-0.246
0.778,0.064,0.155
0.951,-0.546,0.409
0.861,-0.891,0.279
0.523,-0.916,-0.215
0.070,-0.719,-0.800
-0.298,-0.383,-1.136
-0.420,0.140,-1.030
-0.298,0.958,-0.529
-0.129,2.035,0.157
-0.167,3.090,0.813
-0.497,3.727,1.283
-0.928,3.698,1.469
-1.153,3.042,1.295
-1.034,1.998,0.740
-0.733,0.799,-0.084
-0.551,-0.403,-0.935
-0.632,-1.457,-1.517
-0.818,-2.094,-1.628
-0.798,-2.002,-1.229
-0.378,-1.052,-0.432
0.359,0.544,0.549
1.121,2.288,1.445
1.593,3.632,1.984
1.628,4.211,1.978
1.307,3.928,1.415
0.869,2.899,0.481
0.549,1.368,-0.507
0.439,-0.356,-1.227
0.455,-1.935,-1.454
0.436,-3.040,-1.144
0.285,-3.429,-0.451
0.019,-3.023,0.334
-0.288,-1.957,0.930
-0.566,-0.572,1.215
-0.749,0.693,1.282
-0.735,1.466,1.312
-0.407,1.582,1.384
0.275,1.136,1.400
1.175,0.392,1.193
1.975,-0.357,0.710
2.319,-0.911,0.098
2.015,-1.191,-0.403
1.165,-1.202,-0.631
0.124,-0.989,-0.595
-0.701,-0.630,-0.426
-1.076,-0.254,-0.282
-1.015,-0.011,-0.267
-0.683,-0.004,-0.416
-0.239,-0.218,-0.686
0.223,-0.522,-0.951
0.614,-0.763,-1.038
0.781,-0.863,-0.833
0.561,-0.843,-0.377
-0.089,-0.766,0.130
-1.017,-0.684,0.455
-1.936,-0.644,0.477
-2.583,-0.718,0.247
-2.839,-0.999,-0.070
-2.756,-1.508,-0.312
-2.488,-2.115,-0.375
-2.199,-2.554,-0.234
-1.991,-2.572,0.068
-1.891,-2.085,0.417
-1.869,-1.224,0.662
-1.879,-0.232,0.697
-1.898,0.674,0.526
-1.921,1.376,0.252
-1.948,1.808,-0.006
-1.981,1.914,-0.206
-2.007,1.664,-0.379
-1.989,1.108,-0.542
-1.859,0.398,-0.653
-1.545,-0.276,-0.634
-1.056,-0.777,-0.474
-0.535,-1.049,-0.260
-0.203,-1.082,-0.125
-0.187,-0.871,-0.146
-0.401,-0.421,-0.312
-0.599,0.222,-0.552
-0.560,0.973,-0.787
-0.235,1.741,-0.919
0.284,2.465,-0.828
0.899,3.090,-0.427
1.561,3.515,0.214
2.217,3.583,0.827
2.730,3.159,1.074
2.919,2.235,0.781
2.674,0.967,0.084
2.007,-0.369,-0.662
0.999,-1.499,-1.115
-0.248,-2.246,-1.126
-1.550,-2.550,-0.744
-2.559,-2.443,-0.110
-2.850,-2.014,0.620
-2.187,-1.408,1.274
-0.746,-0.826,1.645
0.931,-0.481,1.561
2.255,-0.514,0.998
2.891,-0.935,0.135
2.843,-1.634,-0.708
2.319,-2.434,-1.225
1.551,-3.138,-1.270
0.730,-3.539,-0.896
0.006,-3.425,-0.306
-0.511,-2.670,0.271
-0.774,-1.340,0.680
-0.779,0.255,0.885
-0.539,1.665,0.930
-0.069,2.494,0.874
0.565,2.567,0.730
1.203,1.953,0.479
1.614,0.853,0.146
1.620,-0.515,-0.155
1.190,-1.928,-0.253
0.447,-3.103,-0.048
-0.412,-3.704,0.394
-1.198,-3.465,0.868
-1.758,-2.368,1.172
-1.981,-0.711,1.250
-1.817,1.019,1.202
-1.308,2.383,1.172
-0.583,3.145,1.202
0.193,3.280,1.207
0.883,2.877,1.059
1.375,2.068,0.711
1.569,1.039,0.248
1.388,0.030,-0.165
0.844,-0.721,-0.387
0.082,-1.091,-0.370
-0.664,-1.093,-0.179
-1.180,-0.831,0.073
-1.350,-0.407,0.282
-1.163,0.104,0.382
-0.662,0.630,0.346
0.065,1.063,0.188
0.873,1.293,-0.039
1.575,1.271,-0.240
2.036,1.035,-0.318
2.246,0.680,-0.235
2.293,0.298,-0.041
2.235,-0.046,0.157
2.021,-0.303,0.266
1.541,-0.410,0.244
0.768,-0.337,0.095
-0.164,-0.116,-0.144
-1.015,0.128,-0.400
-1.558,0.243,-0.555
-1.673,0.138,-0.510
-1.381,-0.174,-0.265
-0.808,-0.598,0.039
-0.146,-1.029,0.205
0.438,-1.402,0.131
0.871,-1.684,-0.102
1.160,-1.845,-0.300
1.307,-1.849,-0.324
1.249,-1.659,-0.202
0.905,-1.252,-0.086
0.315,-0.630,-0.097
-0.314,0.157,-0.212
-0.714,0.985,-0.300
-0.738,1.661,-0.267
-0.443,2.004,-0.144
-0.020,1.945,-0.052
0.344,1.571,-0.066
0.554,1.068,-0.143
0.594,0.606,-0.164
0.501,0.263,-0.057
0.335,0.025,0.146
0.178,-0.148,0.356
0.123,-0.275,0.490
0.246,-0.331,0.499
0.559,-0.274,0.338
0.964,-0.081,-0.010
1.272,0.204,-0.474
1.274,0.468,-0.863
0.869,0.577,-0.979
0.118,0.469,-0.768
-0.800,0.210,-0.376
-1.702,-0.043,-0.023
-2.475,-0.139,0.174
-3.052,-0.004,0.244
-3.346,0.335,0.255
-3.233,0.793,0.198
-2.627,1.252,0.018
-1.582,1.611,-0.277
-0.323,1.818,-0.568
0.798,1.894,-0.701
1.443,1.880,-0.623
1.423,1.761,-0.388
0.803,1.456,-0.098
-0.120,0.916,0.161
-0.976,0.249,0.306
-1.505,-0.286,0.246
-1.670,-0.454,-0.051
-1.570,-0.207,-0.465
-1.293,0.314,-0.758
-0.847,0.940,-0.751
-0.230,1.598,-0.482
0.449,2.260,-0.178
0.990,2.809,-0.048
1.236,3.015,-0.117
1.200,2.700,-0.251
1.035,1.909,-0.323
0.886,0.903,-0.318
0.802,-0.002,-0.312
0.764,-0.591,-0.367
0.760,-0.754,-0.492
0.791,-0.442,-0.665
0.830,0.307,-0.830
0.820,1.296,-0.886
0.741,2.169,-0.701
0.657,2.580,-0.234
0.653,2.376,0.382
0.721,1.645,0.879
0.727,0.587,1.030
0.509,-0.625,0.798
0.033,-1.846,0.330
-0.555,-2.866,-0.196
-1.022,-3.408,-0.662
-1.188,-3.245,-0.987
-1.015,-2.365,-1.058
-0.585,-0.997,-0.771
-0.029,0.509,-0.161
0.487,1.830,0.534
0.773,2.721,0.983
0.647,3.011,0.992
0.062,2.621,0.640
-0.802,1.627,0.192
-1.577,0.289,-0.123
-1.912,-1.024,-0.253
-1.689,-1.997,-0.268
-1.067,-2.455,-0.229
-0.337,-2.379,-0.121
0.256,-1.835,0.080
0.582,-0.953,0.338
0.588,0.047,0.559
0.284,0.867,0.676
-0.216,1.235,0.687
-0.701,1.067,0.614
-0.962,0.514,0.446
-0.937,-0.162,0.160
-0.747,-0.778,-0.201
-0.593,-1.291,-0.515
-0.604,-1.702,-0.658
-0.769,-1.942,-0.589
-0.962,-1.900,-0.359
-1.003,-1.560,-0.045
-0.740,-1.086,0.273
-0.142,-0.698,0.496
0.643,-0.512,0.510
1.332,-0.490,0.282
1.664,-0.566,-0.064
1.563,-0.746,-0.309
1.152,-1.040,-0.316
0.633,-1.322,-0.156
0.147,-1.348,-0.019
-0.250,-0.977,-0.010
-0.531,-0.360,-0.047
-0.653,0.140,0.017
-0.584,0.259,0.211
-0.341,0.029,0.400
0.024,-0.311,0.428
0.458,-0.600,0.279
0.907,-0.886,0.078
1.287,-1.298,-0.037
1.481,-1.831,-0.039
1.391,-2.298,-0.008
1.005,-2.478,-0.051
0.423,-2.284,-0.233
-0.179,-1.786,-0.524
-0.610,-1.104,-0.789
-0.716,-0.352,-0.824
-0.457,0.364,-0.478
0.047,0.912,0.204
0.537,1.167,0.944
0.742,1.070,1.376
0.551,0.653,1.282
0.099,0.003,0.733
-0.330,-0.771,0.004
-0.487,-1.532,-0.600
-0.284,-2.118,-0.903
0.196,-2.380,-0.856
0.800,-2.271,-0.518
1.354,-1.867,-0.028
1.686,-1.313,0.414
1.648,-0.740,0.626
1.193,-0.245,0.554
0.453,0.071,0.314
-0.296,0.099,0.094
-0.799,-0.223,0.006
-0.985,-0.817,0.026
-0.983,-1.454,0.048
-0.981,-1.880,-0.004
-1.079,-1.959,-0.146
-1.234,-1.727,-0.338
-1.328,-1.327,-0.530
-1.245,-0.881,-0.654
-0.925,-0.426,-0.635
-0.395,0.070,-0.433
0.224,0.630,-0.086
0.751,1.177,0.295
1.027,1.551,0.584
0.990,1.584,0.692
0.692,1.233,0.587
0.239,0.642,0.298
-0.245,0.055,-0.076
-0.646,-0.348,-0.379
-0.868,-0.551,-0.447
-0.888,-0.633,-0.223
-0.781,-0.621,0.187
-0.690,-0.433,0.578
-0.711,0.007,0.790
-0.823,0.622,0.815
-0.908,1.170,0.751
-0.835,1.419,0.697
-0.533,1.318,0.664
-0.026,1.003,0.596
0.562,0.659,0.444
1.036,0.388,0.197
1.206,0.219,-0.124
0.995,0.171,-0.479
0.511,0.273,-0.777
-0.009,0.509,-0.881
-0.341,0.785,-0.677
-0.397,0.997,-0.177
-0.250,1.114,0.447
-0.054,1.204,0.954
0.058,1.332,1.170
0.046,1.466,1.073
-0.027,1.482,0.759
-0.043,1.297,0.355
0.082,0.964,-0.041
0.322,0.640,-0.371
0.540,0.453,-0.590
0.597,0.392,-0.676
0.452,0.349,-0.636
0.183,0.252,-0.517
-0.101,0.136,-0.379
-0.347,0.096,-0.272
-0.553,0.182,-0.219
-0.699,0.352,-0.218
-0.712,0.554,-0.239
-0.511,0.798,-0.239
-0.070,1.141,-0.179
0.549,1.576,-0.037
1.228,1.978,0.162
1.818,2.178,0.362
2.162,2.097,0.491
2.124,1.794,0.509
1.667,1.390,0.425
0.887,0.942,0.298
-0.009,0.428,0.208
-0.812,-0.166,0.214
-1.380,-0.762,0.334
-1.639,-1.190,0.514
-1.556,-1.297,0.642
-1.139,-1.029,0.595
-0.483,-0.442,0.323
0.229,0.325,-0.082
0.816,1.090,-0.408
1.193,1.657,-0.457
1.404,1.863,-0.200
1.557,1.652,0.179
1.723,1.093,0.421
1.873,0.344,0.377
1.896,-0.414,0.107
1.668,-1.029,-0.203
1.149,-1.384,-0.400
0.447,-1.437,-0.446
-0.211,-1.247,-0.376
-0.591,-0.948,-0.225
-0.579,-0.669,-0.018
-0.233,-0.443,0.190
0.268,-0.225,0.312
0.741,0.020,0.278
1.059,0.263,0.111
1.174,0.452,-0.095
1.106,0.585,-0.246
0.909,0.699,-0.285
0.651,0.776,-0.161
0.405,0.712,0.177
0.239,0.401,0.715
0.201,-0.125,1.249
0.273,-0.690,1.418
0.340,-1.098,0.932
0.235,-1.271,-0.158
-0.113,-1.247,-1.400
-0.568,-1.072,-2.176
-0.845,-0.744,-2.107
-0.750,-0.284,-1.294
-0.374,0.192,-0.239
-0.068,0.501,0.486
-0.191,0.540,0.579
-0.831,0.366,0.139
-1.750,0.129,-0.456
-2.526,-0.071,-0.831
-2.808,-0.235,-0.833
-2.472,-0.369,-0.577
-1.649,-0.390,-0.307
-0.626,-0.169,-0.197
0.279,0.296,-0.243
0.824,0.801,-0.312
0.866,1.037,-0.288
0.385,0.838,-0.165
-0.478,0.288,-0.022
-1.413,-0.394,0.069
-2.032,-1.053,0.123
-2.095,-1.671,0.203
-1.694,-2.227,0.336
-1.175,-2.569,0.468
-0.837,-2.478,0.510
-0.676,-1.892,0.430
-0.436,-1.024,0.297
0.069,-0.196,0.213
0.727,0.426,0.234
1.189,0.920,0.329
1.143,1.382,0.427
0.522,1.691,0.472
-0.511,1.572,0.430
-1.669,0.905,0.282
-2.616,-0.069,0.041
-3.040,-0.919,-0.205
-2.774,-1.391,-0.308
-1.927,-1.561,-0.171
-0.859,-1.604,0.124
0.027,-1.485,0.329
0.527,-0.979,0.210
0.681,0.009,-0.230
0.653,1.198,-0.724
0.585,2.083,-0.932
0.530,2.346,-0.712
0.470,2.076,-0.224
0.341,1.600,0.214
0.066,1.140,0.367
-0.382,0.694,0.205
-0.946,0.228,-0.125
-1.493,-0.154,-0.426
-1.880,-0.270,-0.521
-1.985,-0.086,-0.305
-1.711,0.210,0.209
-1.019,0.407,0.833
-0.022,0.485,1.260
0.994,0.571,1.245
1.689,0.691,0.809
1.877,0.657,0.221
1.606,0.285,-0.211
1.061,-0.294,-0.385
0.425,-0.655,-0.394
-0.144,-0.466,-0.350
-0.457,0.153,-0.249
-0.333,0.742,-0.045
0.239,0.944,0.184
1.007,0.794,0.240
1.584,0.557,0.020
1.699,0.344,-0.321
1.340,0.018,-0.475
0.694,-0.521,-0.268
0.002,-1.062,0.179
-0.539,-1.220,0.590
-0.823,-0.844,0.784
-0.854,-0.210,0.777
-0.739,0.243,0.656
-0.580,0.316,0.444
-0.364,0.148,0.136
0.007,-0.045,-0.191
0.540,-0.228,-0.374
1.029,-0.471,-0.314
1.175,-0.723,-0.106
0.854,-0.772,0.041
0.233,-0.466,0.018
-0.398,0.082,-0.105
-0.878,0.595,-0.193
-1.241,0.878,-0.214
-1.551,0.938,-0.261
-1.728,0.841,-0.396
-1.578,0.560,-0.547
-0.986,0.055,-0.586
-0.057,-0.550,-0.492
0.930,-0.962,-0.386
1.699,-0.965,-0.376
2.095,-0.636,-0.419
2.121,-0.257,-0.364
1.884,-0.015,-0.159
1.529,0.147,0.042
1.168,0.362,0.017
0.840,0.577,-0.294
0.516,0.560,-0.705
0.170,0.171,-0.947
-0.154,-0.429,-0.903
-0.368,-0.909,-0.653
-0.415,-1.080,-0.348
-0.334,-1.046,-0.065
-0.221,-1.011,0.173
-0.140,-1.020,0.305
-0.062,-0.937,0.238
0.096,-0.691,-0.032
0.400,-0.436,-0.349
0.848,-0.416,-0.515
1.375,-0.664,-0.491
1.873,-0.928,-0.427
2.206,-0.906,-0.477
2.237,-0.565,-0.608
1.871,-0.148,-0.637
1.108,0.109,-0.456
0.086,0.222,-0.176
-0.911,0.380,-0.002
-1.531,0.665,-0.008
-1.504,0.934,-0.075
-0.814,0.994,-0.064
0.244,0.843,0.005
1.200,0.662,-0.002
1.660,0.578,-0.156
1.509,0.520,-0.365
0.913,0.334,-0.482
0.173,0.018,-0.469
-0.433,-0.255,-0.406
-0.734,-0.350,-0.364
-0.669,-0.342,-0.322
-0.294,-0.419,-0.234
0.246,-0.608,-0.128
0.786,-0.697,-0.095
1.215,-0.442,-0.158
1.496,0.147,-0.213
1.611,0.793,-0.126
1.525,1.194,0.113
1.228,1.272,0.368
0.806,1.163,0.468
0.422,1.002,0.360
0.176,0.798,0.127
0.005,0.486,-0.102
-0.266,0.085,-0.249
-0.730,-0.250,-0.291
-1.280,-0.343,-0.218
-1.685,-0.136,-0.005
-1.800,0.255,0.358
-1.662,0.616,0.826
-1.420,0.759,1.266
-1.178,0.623,1.498
-0.939,0.280,1.394
-0.686,-0.128,0.958
-0.460,-0.487,0.346
-0.336,-0.729,-0.211
-0.332,-0.805,-0.536
-0.382,-0.650,-0.562
-0.410,-0.232,-0.321
-0.412,0.356,0.109
-0.441,0.883,0.620
-0.525,1.120,1.049
-0.625,1.017,1.209
-0.690,0.722,1.002
-0.720,0.404,0.529
-0.763,0.087,0.062
-0.835,-0.309,-0.139
-0.874,-0.778,-0.046
-0.788,-1.118,0.143
-0.555,-1.073,0.189
-0.241,-0.581,0.039
0.046,0.146,-0.148
0.236,0.797,-0.176
0.304,1.186,0.008
0.251,1.305,0.287
0.094,1.212,0.507
-0.106,0.919,0.603
-0.249,0.428,0.590
-0.246,-0.169,0.485
-0.081,-0.708,0.287
0.179,-1.058,0.021
0.439,-1.202,-0.227
0.621,-1.209,-0.359
0.669,-1.120,-0.327
0.542,-0.913,-0.142
0.241,-0.568,0.172
-0.153,-0.142,0.594
-0.488,0.241,1.033
-0.605,0.477,1.292
-0.446,0.533,1.174
-0.070,0.425,0.682
0.407,0.171,0.111
0.908,-0.199,-0.135
1.387,-0.605,0.120
1.778,-0.909,0.653
1.959,-1.003,1.004
1.813,-0.902,0.884
1.353,-0.738,0.419
0.762,-0.625,0.025
0.275,-0.544,0.039
0.022,-0.372,0.453
-0.037,-0.043,0.974
-0.008,0.347,1.297
0.090,0.612,1.309
0.325,0.641,1.100
0.728,0.467,0.816
1.192,0.194,0.558
1.509,-0.133,0.366
1.536,-0.529,0.246
1.274,-0.949,0.171
0.824,-1.240,0.090
0.282,-1.232,-0.034
-0.299,-0.888,-0.174
-0.864,-0.332,-0.236
-1.315,0.269,-0.146
-1.559,0.833,0.074
-1.563,1.328,0.312
-1.367,1.669,0.451
-1.055,1.700,0.448
-0.716,1.323,0.337
-0.425,0.634,0.174
-0.222,-0.098,-0.002
-0.081,-0.624,-0.179
0.072,-0.857,-0.341
0.302,-0.857,-0.467
0.587,-0.699,-0.535
0.827,-0.407,-0.538
0.918,-0.002,-0.482
0.815,0.417,-0.394
0.529,0.704,-0.319
0.103,0.774,-0.306
-0.390,0.682,-0.379
-0.809,0.554,-0.513
-0.963,0.461,-0.652
-0.719,0.360,-0.745
-0.110,0.172,-0.781
0.655,-0.105,-0.794
1.318,-0.357,-0.825
1.696,-0.447,-0.884
1.737,-0.341,-0.940
1.472,-0.131,-0.944
0.976,0.050,-0.869
0.357,0.136,-0.729
-0.227,0.129,-0.556
-0.614,0.047,-0.367
-0.720,-0.123,-0.158
-0.583,-0.378,0.049
-0.332,-0.625,0.171
-0.091,-0.720,0.097
0.071,-0.591,-0.202
0.140,-0.324,-0.598
0.108,-0.099,-0.865
-0.040,-0.023,-0.853
-0.308,-0.045,-0.610
-0.662,-0.046,-0.340
-1.035,0.003,-0.230
-1.350,0.007,-0.321
-1.525,-0.153,-0.515
-1.475,-0.475,-0.689
-1.143,-0.821,-0.774
-0.567,-1.021,-0.757
0.092,-0.982,-0.644
0.598,-0.707,-0.467
0.766,-0.253,-0.293
0.587,0.292,-0.212
0.231,0.811,-0.272
-0.056,1.151,-0.430
-0.096,1.170,-0.588
0.155,0.806,-0.679
0.617,0.120,-0.718
1.133,-0.692,-0.768
1.523,-1.371,-0.849
1.643,-1.670,-0.895
1.457,-1.464,-0.803
1.072,-0.806,-0.533
0.671,0.091,-0.167
0.383,0.942,0.132
0.204,1.516,0.233
0.053,1.712,0.116
-0.100,1.561,-0.127
-0.179,1.158,-0.380
-0.098,0.611,-0.569
0.104,0.024,-0.696
0.259,-0.479,-0.787
0.217,-0.768,-0.858
-0.012,-0.758,-0.881
-0.273,-0.492,-0.815
-0.422,-0.129,-0.633
-0.433,0.152,-0.369
-0.364,0.276,-0.116
-0.254,0.284,0.030
-0.099,0.244,0.041
0.078,0.169,-0.016
0.169,0.035,-0.030
0.037,-0.127,0.058
-0.345,-0.201,0.211
-0.844,-0.077,0.334
-1.240,0.226,0.366
-1.389,0.569,0.328
-1.318,0.810,0.284
-1.183,0.927,0.269
-1.144,0.991,0.277
-1.270,1.042,0.281
-1.518,1.028,0.271
-1.779,0.866,0.255
-1.938,0.559,0.238
-1.912,0.207,0.222
-1.666,-0.105,0.237
-1.238,-0.400,0.328
-0.751,-0.771,0.517
-0.369,-1.225,0.750
-0.219,-1.605,0.911
-0.309,-1.682,0.915
-0.531,-1.360,0.787
-0.750,-0.787,0.653
-0.891,-0.250,0.632
-0.936,0.039,0.721
-0.876,0.074,0.787
-0.668,-0.016,0.699
-0.294,-0.117,0.458
0.186,-0.209,0.217
0.644,-0.321,0.156
0.962,-0.451,0.322
1.099,-0.549,0.595
1.086,-0.589,0.792
0.962,-0.601,0.818
0.760,-0.639,0.713
0.533,-0.708,0.585
0.362,-0.749,0.510
0.309,-0.699,0.499
0.360,-0.556,0.537
0.439,-0.364,0.617
0.484,-0.159,0.724
0.496,0.070,0.812
0.516,0.342,0.817
0.555,0.618,0.723
0.583,0.796,0.587
0.576,0.797,0.479
0.540,0.646,0.418
0.512,0.461,0.356
0.501,0.343,0.260
0.492,0.276,0.175
0.459,0.155,0.186
0.392,-0.078,0.312
0.280,-0.342,0.464
0.114,-0.464,0.523
-0.089,-0.346,0.468
-0.279,-0.064,0.401
-0.393,0.187,0.440
-0.413,0.260,0.594
-0.387,0.133,0.749
-0.380,-0.123,0.770
-0.415,-0.432,0.607
-0.446,-0.736,0.317
-0.402,-0.973,0.009
-0.244,-1.059,-0.209
0.003,-0.947,-0.261
0.257,-0.669,-0.124
0.405,-0.310,0.148
0.364,0.070,0.435
0.126,0.482,0.611
-0.225,0.923,0.617
-0.555,1.316,0.479
-0.737,1.511,0.260
-0.711,1.403,0.022
-0.489,1.023,-0.189
-0.157,0.514,-0.323
0.139,0.013,-0.341
0.243,-0.405,-0.266
0.060,-0.709,-0.183
-0.359,-0.851,-0.169
-0.840,-0.774,-0.205
-1.188,-0.491,-0.183
-1.313,-0.111,-0.025
-1.252,0.233,0.209
-1.092,0.474,0.359
-0.885,0.626,0.308
-0.634,0.719,0.105
-0.348,0.739,-0.076
-0.087,0.650,-0.098
0.055,0.441,0.034
0.020,0.146,0.202
-0.168,-0.189,0.290
-0.407,-0.528,0.267
-0.558,-0.804,0.150
-0.510,-0.922,-0.040
-0.212,-0.801,-0.284
0.303,-0.471,-0.519
0.930,-0.071,-0.645
1.508,0.239,-0.605
1.880,0.393,-0.451
1.950,0.431,-0.316
1.732,0.404,-0.289
1.351,0.302,-0.347
0.994,0.062,-0.394
0.824,-0.326,-0.384
0.905,-0.769,-0.385
1.181,-1.099,-0.503
1.510,-1.186,-0.750
1.750,-1.004,-0.989
1.814,-0.617,-1.036
1.686,-0.117,-0.815
1.394,0.407,-0.425
0.974,0.869,-0.065
0.459,1.170,0.106
-0.092,1.232,0.066
-0.589,1.047,-0.100
-0.925,0.685,-0.282
-1.045,0.255,-0.409
-0.976,-0.134,-0.456
-0.806,-0.395,-0.433
-0.614,-0.432,-0.371
-0.430,-0.174,-0.306
-0.251,0.366,-0.256
-0.081,1.049,-0.212
0.054,1.647,-0.150
0.141,1.954,-0.069
0.203,1.866,-0.015
0.286,1.389,-0.062
0.412,0.615,-0.266
0.547,-0.292,-0.610
0.626,-1.117,-1.002
0.598,-1.635,-1.306
0.453,-1.711,-1.402
0.218,-1.364,-1.246
-0.056,-0.723,-0.892
-0.317,0.070,-0.467
-0.491,0.925,-0.099
-0.507,1.749,0.155
-0.325,2.384,0.318
0.021,2.626,0.422
0.421,2.344,0.441
0.719,1.604,0.291
0.800,0.640,-0.079
0.639,-0.269,-0.606
0.309,-0.936,-1.096
-0.069,-1.279,-1.347
-0.392,-1.271,-1.271
-0.607,-0.913,-0.945
-0.711,-0.275,-0.542
-0.738,0.477,-0.216
-0.726,1.127,-0.032
-0.699,1.512,0.021
-0.647,1.590,-0.003
-0.544,1.421,-0.054
-0.380,1.094,-0.088
-0.202,0.701,-0.085
-0.112,0.341,-0.064
-0.203,0.109,-0.075
-0.498,0.048,-0.148
-0.915,0.104,-0.237
-1.299,0.158,-0.235
-1.483,0.126,-0.073
-1.374,0.023,0.192
-1.000,-0.084,0.388
-0.505,-0.171,0.360
-0.077,-0.296,0.113
0.156,-0.530,-0.195
0.191,-0.846,-0.378
0.125,-1.110,-0.370
0.082,-1.182,-0.250
0.133,-1.027,-0.137
0.274,-0.715,-0.083
0.449,-0.339,-0.050
0.577,0.070,0.020
0.578,0.519,0.147
0.405,0.960,0.309
0.080,1.271,0.477
-0.305,1.343,0.619
-0.638,1.180,0.683
-0.847,0.906,0.600
-0.933,0.659,0.347
-0.924,0.473,0.005
-0.821,0.293,-0.263
-0.574,0.062,-0.316
-0.154,-0.187,-0.138
0.378,-0.371,0.153
0.856,-0.447,0.400
1.070,-0.468,0.523
0.890,-0.524,0.544
0.338,-0.648,0.532
-0.424,-0.790,0.524
-1.168,-0.887,0.503
-1.680,-0.924,0.437
-1.827,-0.935,0.319
-1.578,-0.927,0.178
-1.018,-0.838,0.061
-0.334,-0.587,0.010
0.237,-0.165,0.053
0.507,0.321,0.195
0.422,0.721,0.411
0.079,0.934,0.641
-0.343,0.948,0.816
-0.693,0.785,0.884
-0.903,0.448,0.828
-0.974,-0.054,0.661
-0.924,-0.638,0.412
-0.763,-1.126,0.121
-0.513,-1.338,-0.146
-0.224,-1.213,-0.304
0.035,-0.840,-0.285
0.226,-0.375,-0.084
0.342,0.063,0.223
0.386,0.425,0.508
0.336,0.667,0.656
0.178,0.729,0.617
-0.038,0.576,0.408
-0.193,0.252,0.105
-0.170,-0.134,-0.189
0.046,-0.482,-0.369
0.355,-0.763,-0.363
0.620,-0.999,-0.172
0.771,-1.201,0.112
0.829,-1.345,0.353
0.847,-1.410,0.438
0.835,-1.404,0.342
0.773,-1.361,0.132
0.655,-1.293,-0.077
0.522,-1.180,-0.188
0.441,-0.992,-0.164
0.453,-0.724,-0.047
0.545,-0.406,0.068
0.669,-0.086,0.093
0.774,0.174,-0.000
0.813,0.318,-0.166
0.756,0.312,-0.303
0.589,0.169,-0.327
0.342,-0.049,-0.209
0.087,-0.276,0.017
-0.091,-0.465,0.287
-0.148,-0.601,0.531
-0.109,-0.678,0.694
-0.050,-0.686,0.752
-0.047,-0.614,0.712
-0.114,-0.461,0.609
-0.197,-0.237,0.482
-0.214,0.037,0.355
-0.132,0.337,0.230
0.011,0.616,0.112
0.130,0.818,0.018
0.147,0.890,-0.025
0.032,0.813,-0.006
-0.190,0.611,0.063
-0.448,0.335,0.145
-0.647,0.038,0.198
-0.708,-0.244,0.201
-0.606,-0.501,0.166
-0.401,-0.716,0.121
-0.195,-0.840,0.085
-0.063,-0.790,0.051
0.016,-0.500,-0.005
0.128,0.018,-0.084
0.334,0.648,-0.143
0.604,1.215,-0.125
0.829,1.571,-0.020
0.907,1.655,0.108
0.805,1.475,0.162
0.571,1.084,0.076
0.289,0.566,-0.131
0.034,0.052,-0.380
-0.143,-0.306,-0.574
-0.224,-0.395,-0.659
-0.232,-0.201,-0.624
-0.221,0.185,-0.495
-0.250,0.645,-0.317
-0.321,1.094,-0.138
-0.378,1.477,0.006
-0.346,1.730,0.115
-0.210,1.762,0.198
-0.027,1.513,0.260
0.113,1.024,0.275
0.167,0.440,0.204
0.157,-0.069,0.046
0.139,-0.411,-0.138
0.161,-0.598,-0.255
0.246,-0.685,-0.253
0.393,-0.694,-0.162
0.577,-0.596,-0.072
0.742,-0.364,-0.055
0.832,-0.036,-0.114
0.818,0.289,-0.203
0.713,0.517,-0.273
0.543,0.608,-0.301
0.329,0.580,-0.275
0.120,0.471,-0.184
0.011,0.307,-0.041
0.094,0.116,0.081
0.359,-0.040,0.085
0.653,-0.093,-0.070
0.783,0.002,-0.309
0.678,0.215,-0.469
0.433,0.454,-0.435
0.209,0.623,-0.217
0.090,0.668,0.060
0.050,0.590,0.260
0.032,0.421,0.320
0.014,0.202,0.262
-0.009,-0.028,0.145
-0.070,-0.236,0.025
-0.217,-0.397,-0.057
-0.453,-0.507,-0.086
-0.706,-0.573,-0.080
-0.872,-0.596,-0.094
-0.876,-0.555,-0.182
-0.693,-0.432,-0.351
-0.338,-0.243,-0.547
0.146,-0.053,-0.686
0.669,0.057,-0.708
1.096,0.047,-0.613
1.298,-0.060,-0.438
1.216,-0.204,-0.236
0.883,-0.321,-0.060
0.391,-0.378,0.039
-0.158,-0.375,0.029
-0.669,-0.341,-0.083
-1.051,-0.325,-0.246
-1.225,-0.371,-0.387
-1.158,-0.500,-0.466
-0.880,-0.690,-0.494
-0.479,-0.887,-0.514
-0.064,-1.038,-0.558
0.272,-1.109,-0.630
0.497,-1.085,-0.715
0.630,-0.964,-0.790
0.715,-0.772,-0.824
0.773,-0.568,-0.771
